,category,discounted_price,actual_price,discount_percentage,rating,rating_count,review_title
1223,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,699.0,1599.0,56.0,4.7,1729.0,"Nice product,Not as effective as claimed, just an average product..,Good Product,bribing people for 5 star rating,Most worst machine i have ever seen,Just wow"
1224,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,2599.0,4290.0,39.0,4.4,2116.0,"Good product  but has a misleading information about warranty,Value for money,4.5 ⭐ Small and Sturdy blender and versatile,Perfect for every kitchen,Awesome Product,Nice Product,Very nice blender,Worst product and service"
1225,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",1547.0,2890.0,46.0,3.9,463.0,"Not impressed with the purchase,👍,Good project,Gets small clean up jobs done efficiently,Does the job,Works okay,Warranty Card not found inside the Box.,Succetion time could be on the higher side"
1226,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,499.0,1299.0,62.0,4.7,54.0,"Little kitchen helper,An amazing product,Very good product nice to use,Handy gadget!,Easy to use and carry Great product 👌,Best product,Light weight,Will definitely save your time...."
1227,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",510.0,640.0,20.0,4.1,7229.0,"Good water heater,Good quality,Good products,Good,Good,Good product,Good product,Brand value"
1228,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1899.0,3790.0,50.0,3.8,3842.0,"Value for money,Goods,Pipe is not dilevered with gysure,Product is good but warranty service follow up is hectic & customer care service is pathetic,Good cooling, Fit finish not up to mark.,Value for money,good one for small town , high wattage  creating problem in metro apartment,Working Good"
1229,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2599.0,4560.0,43.0,4.4,646.0,"Good product,Excellent product,Good pruduct as of now.. 👍,Best product,Happy with the product,Compact product,Must buy item.,Havell’s Instant Geyser"
1230,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1199.0,3500.0,66.0,4.3,1802.0,"Easy to use, works really well.,Good experience so far,Good,Handy product,Looks great..,convenient and efficient to use,Time saving and effective.,Good"
1231,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",999.0,2600.0,62.0,3.4,252.0,"Current issue in output water,Value for money,Great Product for Kitchen,Bakara product please don't purches,Awesomee,It can be hanged any where it is a portable  water geser.,very bad product not ,work even 3 months, as well as seller is not supporting in warranty,Good equipment"
1232,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1999.0,3300.0,39.0,4.2,780.0,"So far so good,Good,Good quality product,Fully satisfied.,Product Is Nice ,And Easy To Use,poor longevity,A good induction cook top,Good."
1233,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,210.0,699.0,70.0,3.7,74.0,"A little weak but over all good,Value for money!,Not working,Nyc product,Good,Average quality product,Very good product,Affordable"
1234,"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",14499.0,23559.0,38.0,4.3,2026.0,"Good choice,No noise and all clean air. Very effective and the family noticed an improvement right away,Good product and easy to install,Go for it!!,Happy to use,How can I contact the manufacturer,Good,Excellent product"
1235,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,950.0,1599.0,41.0,4.3,5911.0,"I would have given it 5 stars.. but..,Quality product,Good product,Good,Good capacity but looks a bit cheap,Medium size,Affordable,Basket is good, problem is with the lid."
1236,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,7199.0,9995.0,28.0,4.4,1964.0,"Not for people who prefer taste over health.,Good product use easy,Not for big families,Good Purchase,Definitely a buy,ONE OF THE BEST BUY EVER....,Cooking awesome...,Sleek and elegant."
1237,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2439.0,2545.0,4.0,4.1,25.0,"Good product and budget price,I purchased this product from shop for Rs 1650 including everything so why to buy from Amazon,Worst product"
1238,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",7799.0,8995.0,13.0,4.0,3160.0,"Takes space and not convenient if in a hurry,Not useful for Cotton, Linen and thick materiel fabrics,Received broken,Only for lighter fabric,There is a learning curve, it may take 2 people to do it,It looks like an imitation product , pieces don’t match properly and some look very weak,Excellent product and received in good condition,Not great"
1239,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1599.0,1999.0,20.0,4.4,1558.0,"Very easy to chop veggies in a very short time,Super clean chopper,Nice product,Mom lives it!,“ LOSING A BATTLE”. Because of  a shoe nail.,Very good chopper,Wow what a beautiful product for cutting onions n other veggies . Why did i delay for so long,I like it"
1240,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2899.0,5500.0,47.0,3.8,8958.0,"Handy and consumes so less space unlike other mixer grinder,THIRD CLASS PRODUCT,Not satisfactory,It is a wonderful  product,Super,n,Handy,One jar not working"
1241,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,9799.0,12150.0,19.0,4.3,13251.0,"Good machine,Machine is very easy to use after watching the tutorial video,Good product but.....,Costly product only,Superb quality and handling,Usha janom super sewing machine,Worth to buy this,Didn't get warranty card and fabric is not moving"
1242,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",3299.0,4995.0,34.0,3.8,1393.0,"Good product but not very useful.,Just OK,Good,Good for crepe fabric dresses & delicate clothing items,Here iam sharing my usage experience this garment steamer very handy to use I used it for 25 day's,Nice product,Awsome,Highly Recommended"
1243,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,669.0,1499.0,55.0,2.3,13.0,"Nice product i recommend to buy,Do not buy!! Defective product,Wast of money,Very very bad portable,Waste of money its not working properly"
1244,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,5890.0,7506.0,22.0,4.5,7241.0,"Need be careful,Excellent Product,Awesome Juicer with few issues,Best juicer ever , very strong and hard motor ,,Best mixer in India,Bang for the buck,Good product easy to use.,Best Juicer"
1245,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,9199.0,18000.0,49.0,4.0,16020.0,"VALUE FOR MONEY PRODUCT WITH WORST AFTER SALES SERVICE FROM EUREKA FORBES!,Water Taste and TDS level and Filter age,Good product but not good service after installation,Excellent Product for its price,Good product | Eureka Forbes took time for installation,Water wastage is ~220%.,Great product this RO purifier,Awesome product"
1246,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,351.0,1099.0,68.0,3.7,1470.0,"does it's job,Good,Chala bagundhe,Bottom is very thin woven and they provided carton for bottom,Good thing...,Not bad,Nice product,Good"
1247,Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,899.0,1900.0,53.0,4.0,3663.0,"Design Optimised for Functionality, Durability & Battery life!,Nice,**HIGHLY PRECISE IN MEASURING**ACCU GAUGE SENSORS**CONVERTS UNIT AFTER MEASURING ALSO**HAS TARE, AUTO-OFF, OVERLOAD INDICATOR**,It worked good for one year. Now only grams are shown.litres option is not operated."
1248,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1349.0,1850.0,27.0,4.4,638.0,"Good,Kind of too big.,Efficient one,good quality appliance,Nice product,Sturdy, well made,Fantastic product, I'm using it from last 10 days and it is working good. Value for money.,Quality product"
1249,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",6236.0,9999.0,38.0,4.1,3552.0,"Value for money,Nice product, comfortable to use.,nice one,Good product with some areas of improvement.,Good and easy to use.,Best Vaccum cleaner in this range,Best vacuum cleaner for house hold use,Nice"
1250,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,2742.0,3995.0,31.0,4.4,11148.0,"Heats up,I just bought this product and my review based on my previous purchases are my in laws home,Easy to use,Nicee,Good product,Nice product..,Very Easy to use,Powerful Blender with 3in1 attachments"
1251,Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,721.0,1499.0,52.0,3.1,2449.0,"Easy to keep and use,Good for quick fixes,Average product,It's a good Machine,Ok,Make it some more easier,Not so easy,It was a perfect tool for beginners"
1252,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",2903.0,3295.0,12.0,4.3,2299.0,"Steam irom,Good,Value for money,Amazing product😁😁,Very nice product.,Good product,Good product,It comes with 16Amps Plug"
1253,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1656.0,2695.0,39.0,4.4,6027.0,"A must have addition to the kitchen.,Easy to use,Superb,Fast and sharp blades...quick work,Good product,Quality of motor is good, just doubt on jar, it's not so much strong,Inalsa Bullet Chopper,Very handy and good chopper"
1254,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1399.0,2290.0,39.0,4.4,461.0,"Over all good,Good product, but power switch,Good product,Quality product by Borosil!,Awesome 👌,Easy to use,Excellent,Its a very user friendly product."
1255,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,2079.0,3099.0,33.0,4.1,282.0,"Good!!,Came with a small scratch on the casing and box was not sealed,Heat fast, cut off once a while,Small sized griller which is not so bad,Size issues,Works fine. No issues, cord could have been longer,A must buy,Its good."
1256,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",999.0,1075.0,7.0,4.1,9275.0,"Excellent to Use, Adequate Cord length but Too Expensive compared with other & Hope for Durability.,Easy to handle, hassle free,Good,Nice product 👍,Good product,Overall good product,Product not working more than 6months. At that time 797 rs now 999 rs. Too much,Not Shock proof at all"
1257,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",3179.0,6999.0,55.0,4.0,743.0,"Ok but not for deep cleaning,Just ok. Trips frequently,It’s good product, however it’s getting heated up very fast.,It is very helpful,heat and stop after 10 minutes use,Good,Handy and good quality vacuum cleaner,Deep cleaning"
1258,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1049.0,2499.0,58.0,3.6,328.0,"Ok product but not for winter,Easy to use,There's no support for the product . You will not get the warranty.,👌👌👌,Value for money,Good,Good,Quality of the product is not as I expected."
1259,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",3599.0,7290.0,51.0,3.9,942.0,"Good product but pipes/installation/plug not included,engineer charge 850/- he said company not provide instaltion bill,Good product,Its ok Good, not bad,Geyser is very Good,Genuine,Average,time saving"
1260,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines",4799.0,5795.0,17.0,3.9,3815.0,"Sufficient for a Family,Makes superior coffee,almost par with those brewed in CCD,value for money,Nice,Doesn’t justify the Description,Good for the price,Unnecessary Buy,Delivery without Warranty Card"
1261,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1699.0,3398.0,50.0,3.8,7988.0,"Like it,Nice 👍 he,Iron worse grinder still usefull,Good,Nice work,Good for,Mixer is good. But package is very shabby. Wanted to gift it. But changed my mind,आवाज बहुत आती है बाकी मिक्सर accha hai"
1262,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,664.0,1490.0,55.0,4.1,925.0,"It’s a good product in this price.,Nice product,It's very good,Good for use,Velue for money product,Good product,Value for money purchase,It is worthy"
1263,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",948.0,1620.0,41.0,4.1,4370.0,"Replaced the first one.,It is very good product,Go for it,Nice Product,Simple and supper,Compact and Premium look product,Tiny but good,Best buy ever"
1264,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",850.0,1000.0,15.0,4.1,7619.0,"Good,Very lightweight and good looking,good,So far so good,Nice 👍,Average,I think is this 1000 watts? Produce 750 watts.....,Good"
1265,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,600.0,640.0,6.0,3.8,2593.0,"Good cartridge but works for less than 3 months for 2 people,Normally sediment water filter,Works for a short period,Water is not going down and not filtering,Great product but too costly .,Correct spare,Great water cleanser,ABC"
1266,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",3711.0,4495.0,17.0,4.3,356.0,"Sleek , Silent and Effective,Good product,100 % satisfied and recommended....,Bad product. Fan makes lot of noise,Its good with a flaw,Overall best.,Number 1,works decently."
1267,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,799.0,2999.0,73.0,4.5,63.0,"Excellent product,Good product, very accurate and sleek design. Totally Recommended,Good product,Accurate with multiple unit setting option,Light weight scale machine ... It's good for me,Good little gadget for kitchen,Good product for house use.,Awesome product"
1268,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,980.0,980.0,0.0,4.2,4740.0,"It's very nice,Got the correct one, asked,Good product,Very good item,Awesome,Good,ok,Delivered on time"
1269,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,351.0,899.0,61.0,3.9,296.0,"Good,Product is good bt smell like hell.,Amazing,Good Bag ☺️,Good quality and quick delivery,Worth money,Good and big bag,Good product"
1270,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",229.0,499.0,54.0,3.5,185.0,"Good product,Decent product,nice n powerful but delicate,Good product. It’s a bit difficult to insert cells.,Worked well for a month,Extremely useful,Waste product,Value for money"
1271,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",3349.0,3995.0,16.0,4.3,1954.0,"Go for it,Good steam iron,Plage big size,Good Product and worth Buying,Nice,Easy to use,Good,Going good so far"
1272,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",5499.0,11500.0,52.0,3.9,959.0,"Ok,A good water heater,Easy to use inverter,Good product,Screw missing,Nice,Gd product from amazon,Good purchase but costly installation"
1273,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",299.0,499.0,40.0,3.9,1015.0,"Good to use,Really good in this price,Lint roller,Adhesive could have been better,I like this,Low effectiveness,Good for those who have pets!,Useful product"
1274,"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",2249.0,3550.0,37.0,4.0,3973.0,"So far so good,Good product.,good quality product and create ultra fine mist.,Can be a Great Product,Super,Works as described though difficult to refill water,good one,Amazing"
1275,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,699.0,1599.0,56.0,4.7,2300.0,"Amazing! Value for money!,Very easy to use,2 in 1,Good product,Easy to clean,Good product to buy and use,Easy to operate that is simple process,Worth"
1276,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1235.0,1499.0,18.0,4.1,203.0,"A good heater for tiny spaces,Good purchase,Best room heater in budget especially power saving,Handle to carry & a bit high stand would have been better additions to the product.,Nice little room heater.,Metal body with carbon heating element,Needs some care to handle when carry and use,good"
1277,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1349.0,2999.0,55.0,3.8,441.0,"Helpful for my mother,Do Not Buy this product,Very cute solid and comfortable 👌,Very efficient,Not operational product dispatched Also u cant cancel the order, received replacement working ok,Bottom bowl is low quality plastic & not as per in the picture,Overall good product,Good material product."
1278,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6800.0,11500.0,41.0,4.1,10308.0,"Good product st this price,Good Product,Good product,Awesome product,Pipe is not there it's mentioned that pipe is with this order,Easy to install,best price.,Good,Good product"
1280,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1699.0,1975.0,14.0,4.1,4716.0,"Only for grill sandwich use cord length is too shorthort,Decent product, has some old flaws,Good 👍,Every home should have this,Weak body material,but overall good product,Good one with a small issue.,Trusted brand,Nice product but cord length had to be replaced..very short"
1281,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1069.0,1699.0,37.0,3.9,313.0,"Good product,Value for money,Auto cut is not working properly and fan continues even after auto cut...,Room heater,Worth of money,Budget friendly,Best room heater,Not satisfied with the product"
1282,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1349.0,2495.0,46.0,3.8,166.0,"Worth Buying,Very good,Good and sturdy room heater with compact design.,Inalsa Hotty Heater,Good for winter,Don't buy it go for Amazon brand,Package,Decent"
1283,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",1499.0,3500.0,57.0,4.1,303.0,"product good but service bad unexpected,Its good,Very nice product,Efficient Product,Nice,Very good and useful product as expected before buy.,Handle length is too good you can use whole dram,Very fast heating"
1284,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,2092.0,4600.0,55.0,4.3,562.0,"Nice Product,Three options (toaster/grill/waffle maker) are  neatly packed into this readily usable device.,Product arrived in under 24 hrs...yet to test it,Good Quality,Very nice,Don't know why I waited so long to get this!,Value for money,Good quality, could have been somewhat lower in price"
1285,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",3859.0,10295.0,63.0,3.9,8095.0,"Great value,Very Nice product,Very good product at reasonable price,Nice Product. Cost efficient,Value for money,good product for the price,very powerfull motor best product i like it,Good product"
1286,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,499.0,2199.0,77.0,2.8,109.0,"Portable but not much powerful,not so good. power back up is very poor.its more like a toy for my 9 years old girl.,500 rs ok,Don't be fooled by ratings, not a good product,Not recommended,Worst Battery, no use,It is affordable .,User friendly blender, Recommended to buy nice products"
1287,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1804.0,2380.0,24.0,4.0,15382.0,"Good Fan for this Price,Good fan with high speed,A decent product for the price.,Good,Good in price,Very happy with Amazon,Good,Good"
1288,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,6525.0,8820.0,26.0,4.5,5137.0,"Best mixer juicer,Nice,Best product in this price,Good Product, can buy it.,Very easy to handle and very sturdy mixer,Realy great product... Noone providing such heavy motor.,Good product,Value for Money"
1289,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,4999.0,24999.0,80.0,4.6,124.0,"service is excellent,  installation guy is very professional,  I liked the service,Amazing,Value for money,Nice product,Water is clean and tasty also. Its cleans very well,Good. Happy with the installation,Nice product at affordable price.,Affordable and we'll functioning R.O."
1290,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",1189.0,2400.0,50.0,4.1,618.0,"Okay to use,Good value for a well finished product - recommended,Do not buy this product,Better than expected.,Best carafe from amazon,Build quality is not that great,Replacement parts not available or sold for twice as much as the value of the entire product,Good product"
1291,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",2590.0,4200.0,38.0,4.1,63.0,"no,Good and reliable product 👍,Overall very fine Quality,Useful product helped my family a lot in winter,Operating switch is too hard for aged person,Sabse badhiya,Good product,Good product at this price"
1292,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",899.0,1599.0,44.0,3.4,15.0,"It's working perfect,Excellent 👍🤠 piece,Value for money,Very good product,Good product,Good Quality 👌,Late delivery 12 days,Totally money West"
1293,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",998.0,2999.0,67.0,4.6,9.0,"It's good,Happy to purchase,Product is really good.,It was excellent,Very Good Product,Heater,The final finish product is not  elegant."
1294,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,998.06,1282.0,22.0,4.2,7274.0,"Nice product,Ok,The lid could be more sturdier. Very thin plastic.,Not very good,Fine,Excellent product,Quality,Very good quality product,can store a week laundary"
1295,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1099.0,1990.0,45.0,3.9,5911.0,"Decently priced fan,Power saving fan low super qwality,Nice one, go for it,Fan rod was missing,Overall good fan at this price,Good,Love it .. nice product,Okay"
1296,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|PressureWashers,Steam&WindowCleaners",5999.0,9999.0,40.0,4.2,170.0,"It is very good,Good product,Just go for it,Good product,Value For Money.,Good product easy to use,Pressure is very good but mtr shows 115bar,Nice Product."
1297,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",8886.0,11850.0,25.0,4.2,3065.0,"Best in its price range,Best suction power,Domestic Beast,Very good suction power and efficient,Beast of a Vaccum Cleaner 🔥💯,Good built quality,Nice product with good suction power,Great Product"
1298,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",475.0,999.0,52.0,4.1,1021.0,"Good,It's a good product. Go for it.,Easy to use,Good product, but quality is ok ok,Value for money,Gave new life to my old clothes-magical,I could not believe that this product is so good ✨✨,Good for woolen clothes"
1299,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,4995.0,20049.0,75.0,4.8,3964.0,"Loved it,Good product,Good product,It's easy to use.,Fine product,Awesome Product,Nice product & user friendly,Correct size and easy to use."
1300,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,13999.0,24850.0,44.0,4.4,8948.0,"Sound is pretty annoying,Best Normal Water Purifier,Good product,Good,Good,Perfect product for a small family..,It’s a nice mid budget by product.,Great product truely satisfied"
1301,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,8499.0,16490.0,48.0,4.3,97.0,"Livpure water filter reviews,Good product,overall good product, works great,Livepure Water purifier,Excellent.,Amazing product,Superb performance,Very good"
1302,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",949.0,975.0,3.0,4.3,7223.0,"Good,Good product,Heating is less,Good and quality product.,Excellent product,Very good,Easy to use, better in performance,Superb Project 🥰"
1303,Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,395.0,499.0,21.0,4.0,330.0,"Kids toys,Value for money, good product in this range,Can go for this one,Good,Nice,Ok,Ok,Durable and bigger than my expectations"
1304,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories|StandMixerAccessories,635.0,635.0,0.0,4.3,4570.0,"Good,Goos product which you can trust,Good,Cost effective,Good,Ok,Very good product,Quality"
1305,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",717.0,1390.0,48.0,4.0,4867.0,"Not so good,Good,Best best from market.,Very good iron,V Good,Light weight value for money,Really good iron at this price,Overall good."
1306,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|RoboticVacuums",27900.0,59900.0,53.0,4.4,5298.0,"A perfect balance of price and performance,Great Suction and above average mopping | Good Buy"
1307,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,649.0,670.0,3.0,4.1,7786.0,"Good quality, plz add 1 syringe with this kit,Original product,Genuine product,very good product,nice,good product,Good product no issues,ಉತ್ತಮ"
1308,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,193.0,399.0,52.0,3.6,37.0,"Filter not effective,The best water purifier,Worth for money,Best water purifier,Sheer waste of money,Fits well for kitchen faucet,Lousy product,Waste of money"
1309,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1299.0,2495.0,48.0,2.0,2.0,"Bad quality,Amazing product.."
1310,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2449.0,3390.0,28.0,4.0,5206.0,"Good,Superb,Nice mixer,Value for money 💰,Good product,His desine,Nice,Nice"
1311,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1049.0,2499.0,58.0,3.7,638.0,"Nice products,Compact,Items is not good because it's tap is not good for output,Good,Good Product,Not suitable,I liked good product,So nuc"
1312,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",2399.0,4200.0,43.0,3.8,397.0,"plastic material not good just ok,Good for middle class range,Good,Havells fan,Oscillating knob cannot be fitted,OK toofan,In this price range very good fan,Good but you have to install the item.No one will come to install the product"
1313,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",2286.0,4495.0,49.0,3.9,326.0,"Good Product,Includes relevant attachments in this price point,2 in 1 is exactly what i needed! (Read the rest for pros and cons),Value for money,Apt vacuum cleaner for my requirements, does the job,Not so satisfying, if you have other options to not choose it, then go for that other option.,Okay okay product,Product is very nice and handy but heated after used of 10 minutes. Overall performance is good."
1314,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,499.0,2199.0,77.0,3.1,3527.0,"Running Time is less,Not much useful.,Good one,Not so good,Useful product but improper blades,Overall good ...but can blend only very very softer fruits,Worth your Money,Worest item"
1315,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,429.0,999.0,57.0,3.0,617.0,"Not worth the hype,Gud,Really useful 😃,Product is good but when we press to seal lower part of sealer is get out automatically...,Ok product. Not generating enough heat to pack,Not up to the mark,Pocket friendly, effective and easy to use,Average"
1316,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,299.0,595.0,50.0,4.0,314.0,"Very good product,Good,Good,Good product,Not a quality product.,good,Not value for money,Great purchase."
1317,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,5395.0,19990.0,73.0,4.4,535.0,"Gud product and gud service,Good product in this range.,Useful,Good,Water taste is good and installation also done on prioritu basis worth for your money,Very good purifier in this range,Satisfactory performance,Installation charges extra"
1318,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",559.0,1010.0,45.0,4.1,17325.0,"Good health product.,The best dry iron I have owned in last decade!,Value for money,Good,Bang on budget,Bad,light weight,Good for home use"
